sequenceID,mad,log.mad,hall,log.hall,emilie,n,log.n,log2.n,bases,log.bases,probes.per.base,log.probes.per.base,bases.per.probe,log.bases.per.probe,rss.1,rss.2,rss.3,rss.4,rss.5,rss.6,rss.7,rss.8,rss.9,rss.10,rss.11,rss.12,rss.13,rss.14,rss.15,rss.16,rss.17,rss.18,rss.19,rss.20,log.rss.1,log.rss.2,log.rss.3,log.rss.4,log.rss.5,log.rss.6,log.rss.7,log.rss.8,log.rss.9,log.rss.10,log.rss.11,log.rss.12,log.rss.13,log.rss.14,log.rss.15,log.rss.16,log.rss.17,log.rss.18,log.rss.19,log.rss.20,mse.1,mse.2,mse.3,mse.4,mse.5,mse.6,mse.7,mse.8,mse.9,mse.10,mse.11,mse.12,mse.13,mse.14,mse.15,mse.16,mse.17,mse.18,mse.19,mse.20,log.mse.1,log.mse.2,log.mse.3,log.mse.4,log.mse.5,log.mse.6,log.mse.7,log.mse.8,log.mse.9,log.mse.10,log.mse.11,log.mse.12,log.mse.13,log.mse.14,log.mse.15,log.mse.16,log.mse.17,log.mse.18,log.mse.19,log.mse.20,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22,chrX,n.loglog
419_chr2,0.062658731,-2.770052245,0.077702003,-2.554874244,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,8.89732222,2.698962438,2.59616764,2.45348605,2.361727173,2.30749359,2.230462979,2.171395692,2.113303577,2.054236291,2.013018142,1.953950856,1.914789866,1.858380363,1.819219372,1.781461981,1.744491382,1.711370613,1.681242695,1.651735324,2.185750357,0.992867417,0.954036373,0.897509891,0.859393205,0.836161909,0.802209178,0.775370137,0.748252399,0.719904144,0.699635159,0.669853403,0.649607886,0.619705336,0.598407493,0.577434365,0.556463041,0.537294577,0.51953322,0.501826447,0.021543153,0.006535018,0.00628612,0.005940644,0.005718468,0.005587152,0.005400637,0.005257617,0.005116958,0.004973938,0.004874136,0.004731116,0.004636295,0.00449971,0.00440489,0.004313467,0.00422395,0.004143755,0.004070806,0.003999359,-3.837697236,-5.030580176,-5.06941122,-5.125937702,-5.164054388,-5.187285684,-5.221238415,-5.248077456,-5.275195193,-5.303543449,-5.323812434,-5.35359419,-5.373839707,-5.403742257,-5.4250401,-5.446013228,-5.466984552,-5.486153016,-5.503914373,-5.521621146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
420_chr2,0.063488826,-2.756891357,0.105965043,-2.244646026,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,9.994716309,5.450453774,5.026276052,4.728240256,4.564604819,4.381713218,4.255214556,4.089631622,3.908687518,3.800499604,3.616605921,3.516241304,3.361651372,3.24545221,3.15282279,3.046387854,2.973525473,2.867090537,2.80120505,2.726067694,2.302056584,1.695698866,1.614679362,1.553553094,1.518331943,1.477439794,1.448145185,1.408454898,1.363201644,1.335132533,1.285535995,1.257392608,1.212432333,1.177254696,1.148298175,1.113956579,1.089748277,1.053297765,1.0300497,1.002860166,0.024141827,0.013165347,0.012140763,0.01142087,0.011025616,0.010583848,0.010278296,0.009878337,0.009441274,0.009179951,0.008735763,0.008493336,0.008119931,0.007839257,0.007615514,0.007358425,0.007182429,0.006925339,0.006766196,0.006584705,-3.72380939,-4.330167107,-4.411186611,-4.472312879,-4.507534031,-4.54842618,-4.577720789,-4.617411076,-4.662664329,-4.690733441,-4.740329979,-4.768473366,-4.813433641,-4.848611277,-4.877567799,-4.911909395,-4.936117697,-4.972568208,-4.995816274,-5.023005808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
421_chr2,0.047810316,-3.040513847,0.057002421,-2.864661542,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,1.506723959,1.45170485,1.254989374,1.199805105,1.14734493,1.12490191,1.10025013,1.074479906,1.052036886,1.028362798,1.005919778,0.98436459,0.963566072,0.943706366,0.922907848,0.90437664,0.886854568,0.870708027,0.856144756,0.839998215,0.40993773,0.372738625,0.227127106,0.182159131,0.137450517,0.117695841,0.095537545,0.071836736,0.050728177,0.027968021,0.005902325,-0.015758932,-0.037114218,-0.057940214,-0.080225889,-0.100509368,-0.12007427,-0.138448574,-0.15531581,-0.174355512,0.003648242,0.003515024,0.003038715,0.002905097,0.002778075,0.002723733,0.002664044,0.002601646,0.002547305,0.002489983,0.002435641,0.002383449,0.00233309,0.002285003,0.002234644,0.002189774,0.002147348,0.002108252,0.00207299,0.002033894,-5.613509863,-5.650708968,-5.796320487,-5.841288462,-5.885997076,-5.905751752,-5.927910048,-5.951610857,-5.972719416,-5.995479572,-6.017545268,-6.039206525,-6.060561811,-6.081387807,-6.103673482,-6.123956961,-6.143521863,-6.161896167,-6.178763403,-6.197803105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
422_chr2,0.062206423,-2.777297019,0.075916178,-2.578125465,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,2.611677315,2.441712494,2.105276639,2.041505599,1.904043264,1.840272224,1.759806254,1.696035214,1.657161863,1.622873783,1.590309971,1.556021891,1.528530601,1.498490153,1.472617423,1.443326734,1.417454005,1.389294442,1.363421712,1.336492541,0.959992664,0.892699635,0.744446879,0.713687574,0.643979659,0.609913508,0.56520372,0.5282933,0.505106418,0.484198518,0.463928947,0.442132494,0.424306882,0.404458036,0.387041377,0.366950681,0.348862308,0.328796023,0.309997505,0.290048676,0.006308399,0.005897856,0.005085209,0.004931173,0.004599138,0.004445102,0.00425074,0.004096703,0.004002806,0.003919985,0.003841328,0.003758507,0.003692103,0.003619541,0.003557047,0.003486296,0.003423802,0.003355784,0.003293289,0.003228243,-5.065873309,-5.133166339,-5.281419095,-5.312178399,-5.381886315,-5.415952465,-5.460662254,-5.497572674,-5.520759556,-5.541667456,-5.561937027,-5.58373348,-5.601559091,-5.621407937,-5.638824596,-5.658915293,-5.677003666,-5.697069951,-5.715868469,-5.735817298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
423_chr2,0.085491298,-2.45934069,0.104156906,-2.261856804,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,5.029042021,4.867961958,4.569122547,4.375779954,4.105597266,4.026024478,3.910826106,3.819666936,3.744647581,3.658392219,3.583372864,3.49908142,3.424062065,3.342471902,3.267452547,3.209628335,3.146656498,3.088832286,3.032208177,2.977271435,1.615229513,1.58267536,1.519321184,1.476084779,1.41235123,1.392779407,1.363748632,1.340163229,1.320327509,1.297023766,1.276304498,1.252500483,1.230827585,1.206710624,1.184010644,1.166155147,1.14634046,1.127793118,1.109291125,1.091007255,0.012147444,0.011758362,0.011036528,0.010569517,0.009916902,0.009724697,0.00944644,0.009226249,0.009045042,0.008836696,0.00865549,0.008451887,0.008270681,0.008073604,0.007892397,0.007752725,0.00760062,0.007460948,0.007324174,0.007191477,-4.410636461,-4.443190614,-4.50654479,-4.549781195,-4.613514744,-4.633086567,-4.662117342,-4.685702745,-4.705538465,-4.728842207,-4.749561476,-4.773365491,-4.795038389,-4.81915535,-4.84185533,-4.859710827,-4.879525514,-4.898072855,-4.916574848,-4.934858719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
424_chr2,0.060169219,-2.810594371,0.075525057,-2.583290792,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,2.572477922,2.433586938,2.224516185,2.098518423,2.06158793,1.958434102,1.917422586,1.880492093,1.849607137,1.822384782,1.79341644,1.765911697,1.738784074,1.711351118,1.685247322,1.658119699,1.630686743,1.605972068,1.581093048,1.556378373,0.944869606,0.889366275,0.799539447,0.741231583,0.723476526,0.672145226,0.650981881,0.631533494,0.614973258,0.600145963,0.584122426,0.568667099,0.553186061,0.537283186,0.521912332,0.505684249,0.489001241,0.473729223,0.458116411,0.442361567,0.006213715,0.005878229,0.005373228,0.005068885,0.004979681,0.004730517,0.004631456,0.004542251,0.00446765,0.004401896,0.004331924,0.004265487,0.004199962,0.004133698,0.004070646,0.00400512,0.003938857,0.00387916,0.003819065,0.003759368,-5.080996367,-5.136499699,-5.226326527,-5.284634391,-5.302389448,-5.353720748,-5.374884093,-5.39433248,-5.410892715,-5.425720011,-5.441743548,-5.457198875,-5.472679913,-5.488582788,-5.503953642,-5.520181725,-5.536864733,-5.552136751,-5.567749563,-5.583504407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
425_chr2,0.036994207,-3.296993933,0.046976669,-3.058104196,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,1.04261524,0.942708831,0.901242026,0.867377805,0.849361791,0.812812454,0.79479644,0.777600452,0.759584439,0.744069798,0.726053784,0.710556305,0.692540292,0.683990333,0.671069257,0.658833133,0.650419246,0.638120618,0.628552439,0.621312471,0.041732211,-0.058997813,-0.103981439,-0.142280636,-0.163270046,-0.20725488,-0.229669247,-0.251542444,-0.274983786,-0.295620434,-0.320131184,-0.341707087,-0.36738886,-0.379811495,-0.398882933,-0.417284989,-0.43013813,-0.449227957,-0.464335819,-0.47592115,0.002518394,0.002277074,0.002176913,0.002095115,0.002051599,0.001963315,0.001919798,0.001878262,0.001834745,0.00179727,0.001753753,0.00171632,0.001672803,0.001652151,0.00162094,0.001591384,0.001571061,0.001541354,0.001518243,0.001500755,-5.984133763,-6.084863786,-6.129847412,-6.16814661,-6.18913602,-6.233120854,-6.255535221,-6.277408418,-6.30084976,-6.321486408,-6.345997158,-6.367573061,-6.393254834,-6.405677469,-6.424748907,-6.443150963,-6.456004104,-6.475093931,-6.490201793,-6.501787124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
427_chr2,0.064009468,-2.748724266,0.078082373,-2.549990941,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,2.774044849,2.665406145,2.578101259,2.468270234,2.401340433,2.365981766,2.299051966,2.274446713,2.232656051,2.193936092,2.148484422,2.113893976,2.076858825,2.04332635,2.011668473,1.978135999,1.944972153,1.915379047,1.882215201,1.849085844,1.020306489,0.980356446,0.947053182,0.903517595,0.876027095,0.861193059,0.832496849,0.82173682,0.803191931,0.785697233,0.764762674,0.748531733,0.730856572,0.714579044,0.698964464,0.682154986,0.665247659,0.649915539,0.632449382,0.614691379,0.006716816,0.006453768,0.006242376,0.005976441,0.005814384,0.005728769,0.005566712,0.005507135,0.005405947,0.005312194,0.005202141,0.005118387,0.005028714,0.004947521,0.004870868,0.004789676,0.004709376,0.004637722,0.004557422,0.004477205,-5.003141104,-5.043091147,-5.076394411,-5.119929998,-5.147420498,-5.162254534,-5.190950744,-5.201710773,-5.220255662,-5.23775036,-5.258684919,-5.27491586,-5.292591021,-5.308868549,-5.324483129,-5.341292607,-5.358199933,-5.373532054,-5.390998211,-5.408756214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
428_chr2,0.044532339,-3.111539639,0.054294822,-2.913326415,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,1.256515893,1.229935059,1.155720219,1.122049193,1.075175407,1.054719014,1.02216846,0.996961231,0.973880645,0.954254265,0.937392258,0.921153628,0.907381221,0.891142591,0.876597062,0.862387972,0.847842443,0.834895164,0.822406498,0.809459218,0.228342726,0.20696137,0.144723716,0.11515665,0.072483818,0.053274394,0.021926312,-0.003043395,-0.026466524,-0.046825118,-0.064653453,-0.082128452,-0.097192607,-0.115250829,-0.131707842,-0.148050026,-0.165060459,-0.180449115,-0.195520484,-0.211388886,0.003042411,0.002978051,0.002798354,0.002716826,0.00260333,0.002553799,0.002474984,0.00241395,0.002358065,0.002310543,0.002269715,0.002230396,0.002197049,0.00215773,0.002122511,0.002088106,0.002052887,0.002021538,0.001991299,0.00195995,-5.795104867,-5.816486223,-5.878723877,-5.908290943,-5.950963775,-5.970173199,-6.001521281,-6.026490988,-6.049914117,-6.070272711,-6.088101046,-6.105576044,-6.1206402,-6.138698422,-6.155155435,-6.171497619,-6.188508052,-6.203896708,-6.218968076,-6.234836479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
429_chr2,0.036941071,-3.29843131,0.046566761,-3.066868272,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,2.678958498,1.013334058,0.92621872,0.90604587,0.864450222,0.839500953,0.818590967,0.793641699,0.776615381,0.752641912,0.735949339,0.719939442,0.703125829,0.686433256,0.673705892,0.661000688,0.648361816,0.635656611,0.624155312,0.611450108,0.985428099,0.013245942,-0.076644874,-0.098665345,-0.145661556,-0.174947667,-0.200170749,-0.23112318,-0.252810056,-0.284165713,-0.306593995,-0.328588179,-0.352219415,-0.376246282,-0.394961625,-0.414000399,-0.433306381,-0.453096781,-0.471356044,-0.491921917,0.006486582,0.002453593,0.00224266,0.002193816,0.0020931,0.00203269,0.00198206,0.001921651,0.001880425,0.001822378,0.00178196,0.001743195,0.001702484,0.001662066,0.001631249,0.001600486,0.001569883,0.00153912,0.001511272,0.001480509,-5.038019494,-6.010201651,-6.100092467,-6.122112938,-6.169109149,-6.19839526,-6.223618342,-6.254570773,-6.276257649,-6.307613305,-6.330041588,-6.352035771,-6.375667008,-6.399693875,-6.418409218,-6.437447992,-6.456753974,-6.476544374,-6.494803637,-6.51536951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
430_chr2,0.072244884,-2.627693758,0.085823434,-2.455463191,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,3.268780361,3.139139488,3.029759831,2.927427067,2.819630239,2.732460625,2.642840568,2.555670954,2.511976182,2.467446664,2.419168115,2.375871698,2.334100659,2.299048723,2.258221877,2.223169941,2.188901838,2.15465022,2.120945657,2.087936586,1.184416937,1.143948714,1.108483353,1.074123903,1.036605755,1.005202531,0.971854311,0.938314793,0.921069767,0.903183877,0.883423727,0.865364401,0.84762666,0.832495439,0.814577724,0.798934079,0.783399974,0.767628399,0.751862054,0.736176299,0.007895605,0.007582463,0.00731826,0.00707108,0.006810701,0.006600146,0.006383673,0.006173118,0.006067575,0.005960016,0.005843401,0.005738821,0.005637924,0.005553258,0.005454642,0.005369976,0.005287203,0.005204469,0.005123057,0.005043325,-4.841449037,-4.88191726,-4.917382621,-4.951742071,-4.989260218,-5.020663443,-5.054011662,-5.08755118,-5.104796207,-5.122682097,-5.142442247,-5.160501573,-5.178239314,-5.193370535,-5.21128825,-5.226931895,-5.242465999,-5.258237574,-5.27400392,-5.289689675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
431_chr2,0.046223017,-3.074277407,0.05957861,-2.820458656,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,1.739277713,1.609036574,1.511786911,1.439200639,1.400282103,1.374479726,1.351889125,1.325073927,1.303651852,1.276836655,1.255854867,1.233319195,1.21189712,1.185081922,1.165644543,1.14611843,1.12668105,1.108241013,1.091572936,1.072135556,0.55346992,0.475635599,0.413292336,0.364087848,0.336673718,0.318075278,0.301502966,0.281468252,0.265169443,0.244385656,0.227816509,0.209709067,0.192186999,0.169811905,0.15327419,0.136380955,0.119276187,0.102774086,0.087619717,0.069652506,0.004201154,0.003886562,0.003651659,0.00347633,0.003382324,0.003319999,0.003265433,0.003200662,0.003148918,0.003084147,0.003033466,0.002979032,0.002927288,0.002862517,0.002815567,0.002768402,0.002721452,0.002676911,0.00263665,0.002589699,-5.472396054,-5.550230375,-5.612573638,-5.661778126,-5.689192256,-5.707790696,-5.724363008,-5.744397722,-5.76069653,-5.781480318,-5.798049464,-5.816156907,-5.833678974,-5.856054069,-5.872591784,-5.889485019,-5.906589787,-5.923091888,-5.938246257,-5.956213467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
432_chr2,0.060225763,-2.809655056,0.067200891,-2.70006877,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,2.151992379,2.035270919,1.938840609,1.883957617,1.804615534,1.765678468,1.7276992,1.693277086,1.665713899,1.633613822,1.608169583,1.581537969,1.549437892,1.523993653,1.498382627,1.47242369,1.448242747,1.421368425,1.397336333,1.372864484,0.766394101,0.71062894,0.66209017,0.63337468,0.590347569,0.568535017,0.546790581,0.526665756,0.5102538,0.49079463,0.475096627,0.458397772,0.437892215,0.421334292,0.404386278,0.386909812,0.370350923,0.351620087,0.334567805,0.316899421,0.005210635,0.004928017,0.004694529,0.004561641,0.004369529,0.004275251,0.004183291,0.004099945,0.004033206,0.003955481,0.003893873,0.00382939,0.003751666,0.003690057,0.003628045,0.003565191,0.003506641,0.00344157,0.003383381,0.003324127,-5.257053492,-5.312818653,-5.361357423,-5.390072913,-5.433100024,-5.454912576,-5.476657012,-5.496781837,-5.513193793,-5.532652963,-5.548350966,-5.565049821,-5.585555378,-5.602113301,-5.619061315,-5.636537781,-5.65309667,-5.671827506,-5.688879788,-5.706548172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
433_chr2,0.061988415,-2.780807763,0.096493731,-2.33827724,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,5.909604365,5.191361935,2.45643462,2.317320836,2.184918267,2.100499003,2.02496877,1.960735041,1.916056446,1.879951356,1.8446662,1.809977683,1.774692527,1.745097734,1.709812578,1.683295159,1.648958184,1.622440764,1.597184624,1.564579892,1.776578886,1.646996078,0.898710957,0.840411706,0.781578421,0.742174937,0.705554278,0.673319424,0.650269139,0.631245902,0.61229834,0.593314515,0.573627184,0.556810562,0.536383761,0.520753276,0.500143685,0.48393166,0.468242469,0.447617348,0.014308969,0.012569884,0.005947784,0.005610946,0.005290359,0.005085954,0.004903072,0.004747542,0.004639362,0.00455194,0.004466504,0.004382513,0.004297076,0.004225418,0.004139982,0.004075775,0.003992635,0.003928428,0.003867275,0.003788329,-4.246868707,-4.376451515,-5.124736636,-5.183035887,-5.241869172,-5.281272656,-5.317893315,-5.350128169,-5.373178454,-5.392201691,-5.411149253,-5.430133078,-5.449820409,-5.466637031,-5.487063832,-5.502694317,-5.523303908,-5.539515933,-5.555205124,-5.575830245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
434_chr2,0.038389018,-3.25998385,0.051999922,-2.956513056,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,1.270044465,1.145407764,1.116203329,1.06162023,1.032192622,0.97979263,0.950365021,0.920215012,0.903840274,0.874432175,0.86088861,0.833795874,0.816986908,0.801385949,0.784576984,0.768661962,0.753028503,0.736252037,0.720620333,0.704745157,0.239051911,0.1357607,0.109933042,0.05979626,0.031685299,-0.020414332,-0.050909135,-0.083147927,-0.101102622,-0.134180546,-0.149790156,-0.181766663,-0.202132208,-0.221412614,-0.242610581,-0.263103988,-0.2836522,-0.306182777,-0.327642865,-0.349919021,0.003075168,0.002773384,0.002702671,0.002570509,0.002499256,0.002372379,0.002301126,0.002228124,0.002188475,0.002117269,0.002084476,0.002018876,0.001978177,0.001940402,0.001899702,0.001861167,0.001823314,0.001782693,0.001744843,0.001706405,-5.784395682,-5.887686893,-5.913514551,-5.963651333,-5.991762294,-6.043861925,-6.074356728,-6.10659552,-6.124550215,-6.157628139,-6.173237749,-6.205214255,-6.225579801,-6.244860207,-6.266058174,-6.286551581,-6.307099792,-6.32963037,-6.351090458,-6.373366614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
435_chr2,0.051699596,-2.962305313,0.061748158,-2.784691139,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,1.788864646,1.684546811,1.619601581,1.589069451,1.539157959,1.505476857,1.473636021,1.439954919,1.404432604,1.370751502,1.341071084,1.3129931,1.283312682,1.257687016,1.233839517,1.213237086,1.193414113,1.173628581,1.156189041,1.138177956,0.581581143,0.521496573,0.482180181,0.463148594,0.431235487,0.409109696,0.38773283,0.364611807,0.339633381,0.315359131,0.293468611,0.27230934,0.249444768,0.229274332,0.210130866,0.193292065,0.176818202,0.160100301,0.145129287,0.1294287,0.004331391,0.004078806,0.003921553,0.003847626,0.003726775,0.003645222,0.003568126,0.003486574,0.003400563,0.003319011,0.003247145,0.00317916,0.003107295,0.003045247,0.002987505,0.00293762,0.002889623,0.002841716,0.002799489,0.002755879,-5.44186645,-5.50195102,-5.541267412,-5.560298999,-5.592212106,-5.614337897,-5.635714763,-5.658835786,-5.683814212,-5.708088462,-5.729978982,-5.751138253,-5.774002825,-5.794173261,-5.813316727,-5.830155528,-5.846629391,-5.863347292,-5.878318306,-5.894018893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
436_chr2,0.04759838,-3.044956544,0.061435518,-2.789767148,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,1.702330489,1.641677162,1.537699624,1.478040044,1.42514815,1.367521836,1.318353249,1.275635539,1.238616794,1.221355126,1.195498871,1.178237203,1.162908943,1.14492854,1.126535306,1.111207045,1.095432267,1.080104006,1.064784394,1.049456134,0.531998188,0.495718379,0.430287549,0.390716916,0.354275773,0.313000223,0.276383419,0.243444516,0.213995268,0.199961002,0.178563563,0.164019426,0.150924575,0.135342225,0.119146822,0.105446853,0.09114905,0.077057339,0.062772332,0.048272062,0.004111909,0.003965404,0.00371425,0.003570145,0.003442387,0.003303193,0.003184428,0.003081245,0.002991828,0.002950133,0.002887678,0.002845984,0.002808959,0.002765528,0.0027211,0.002684075,0.002645972,0.002608947,0.002571943,0.002534918,-5.493867786,-5.530147595,-5.595578425,-5.635149058,-5.6715902,-5.712865751,-5.749482555,-5.782421458,-5.811870706,-5.825904972,-5.847302411,-5.861846548,-5.874941399,-5.890523749,-5.906719152,-5.920419121,-5.934716924,-5.948808635,-5.963093642,-5.977593912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
437_chr2,0.042504729,-3.15813995,0.051338301,-2.969318193,2.836251779,414,6.025865974,1.796061199,242900845,19.30816387,1.70E-06,-13.2822979,586717.0169,13.2822979,1.367889233,1.295324242,1.226446179,1.180625229,1.15060015,1.115052886,1.081985002,1.047036773,1.018373882,0.994615229,0.965952338,0.949134208,0.920911038,0.900521607,0.875947843,0.854321871,0.831612862,0.814049537,0.794839247,0.777275922,0.313268846,0.258761043,0.204120702,0.166044153,0.140283675,0.108901835,0.078797319,0.045964053,0.018207122,-0.005399321,-0.034640786,-0.05220507,-0.082391841,-0.10478112,-0.13244873,-0.157447258,-0.184388257,-0.205734058,-0.22961539,-0.251959879,0.00330408,0.003128803,0.00296243,0.002851752,0.002779227,0.002693364,0.00261349,0.002529074,0.00245984,0.002402452,0.002333218,0.002292595,0.002224423,0.002175173,0.002115816,0.002063579,0.002008727,0.001966303,0.001919902,0.001877478,-5.712597128,-5.76710493,-5.821745272,-5.859821821,-5.885582298,-5.916964139,-5.947068654,-5.979901921,-6.007658852,-6.031265295,-6.06050676,-6.078071044,-6.108257815,-6.130647094,-6.158314704,-6.183313232,-6.21025423,-6.231600032,-6.255481364,-6.277825853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796061199
438_chr2,0.041656431,-3.178299516,0.051744057,-2.961445697,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,1.369795917,1.279881301,1.206971141,1.167893988,1.107328282,1.074304893,1.042617349,1.00959396,0.989443876,0.956727699,0.933541102,0.908167347,0.884980751,0.866291275,0.848274654,0.829585178,0.811845073,0.794306567,0.776566463,0.759384708,0.314661763,0.24676734,0.188114032,0.155202117,0.101950161,0.071673841,0.041734234,0.009548231,-0.010612235,-0.044236464,-0.068770286,-0.096326614,-0.122189385,-0.143534081,-0.164550812,-0.186829488,-0.208445753,-0.230285787,-0.252873048,-0.275246768,0.003316697,0.003098986,0.002922448,0.00282783,0.002681182,0.002601223,0.002524497,0.002444537,0.002395748,0.002316532,0.00226039,0.002198952,0.002142811,0.002097558,0.002053934,0.002008681,0.001965727,0.00192326,0.001880306,0.001838704,-5.70878583,-5.776680253,-5.835333561,-5.868245476,-5.921497432,-5.951773752,-5.981713359,-6.013899362,-6.034059828,-6.067684057,-6.092217879,-6.119774207,-6.145636978,-6.166981674,-6.187998405,-6.210277081,-6.231893346,-6.25373338,-6.27632064,-6.298694361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
439_chr2,0.061878891,-2.782576183,0.068266284,-2.684339285,2.835968087,413,6.023447593,1.795659785,242900845,19.30816387,1.70E-06,-13.28471628,588137.6392,13.28471628,2.141090077,2.036806266,1.979698193,1.897237981,1.842106232,1.807917123,1.769675094,1.735485985,1.704946957,1.677008804,1.646469776,1.622523787,1.599911326,1.577417327,1.555747409,1.537119317,1.517505361,1.496579018,1.477950926,1.45833697,0.761315081,0.711383025,0.682944406,0.640399134,0.610909608,0.592175422,0.570795967,0.551287481,0.533534,0.517011733,0.498633466,0.48398283,0.469948206,0.455788907,0.441956079,0.429910092,0.417067777,0.403181849,0.390656619,0.377296725,0.005184237,0.004931734,0.004793458,0.004593797,0.004460306,0.004377523,0.004284928,0.004202145,0.004128201,0.004060554,0.00398661,0.003928629,0.003873877,0.003819412,0.003766943,0.003721839,0.003674347,0.003623678,0.003578574,0.003531082,-5.262132512,-5.312064568,-5.340503187,-5.383048459,-5.412537985,-5.431272171,-5.452651626,-5.472160112,-5.489913593,-5.50643586,-5.524814127,-5.539464763,-5.553499387,-5.567658686,-5.581491514,-5.593537501,-5.606379816,-5.620265744,-5.632790974,-5.646150868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795659785
